0.53 0.48 -0.92 0.05 0.07 1.84 1.77 1.68
0.47 -0.23 0.05 -0.67 -0.5 -0.36 -0.5 -0.46
0.79 0.55 -0.48 -0.89 -0.54 -0.35 -0.33 -0.23
0.63 -0.65 0.07 -0.53 -0.62 -0.01 -0.52 0.13
0.27 1.15 0.55 0.48 0.39 0.37 1.54 1.98
-0.07 -0.25 -0.17 -1.04 -0.96 -0.28 -0.55 0.25
-1.43 -0.92 -0.13 0.61 0.59 1.36 1.01 1.47
0.84 0.66 0.89 0.69 0.31 0.47 0.93 0.98
0.23 -0.42 -0.96 -1.18 -1.37 -1.19 -1.27 -1.76
1.12 1.25 0.92 0.41 0.18 0.5 0.37 0.19
-1.05 0.25 0.45 -0.25 0.57 0.57 0.6 0.82
-1.12 0.29 0.09 -0.07 0.56 1.99 2.18 1.99
1.76 1.27 2.07 2.42 2.91 2.45 2.32 2.54
1.28 1.12 1.19 0.76 1.23 2.13 2.39 2.51
0.77 0.38 0.14 -0.31 -0.44 0.67 1.01 0.83
0.64 0.95 0.24 0.39 0.38 1.37 0.87 1.39
0.03 0.59 -0.41 -0.99 -0.59 -0.9 -1.17 -1.72
-1.06 -0.54 -0.93 -1.5 -1.31 -1.13 -1.04 -1.62
0.22 -0.01 -0.46 -0.02 -0.59 -0.49 -0.27 -0.45
-0.19 0.68 0.82 -0.09 -0.06 0.59 0.72 1.48
1.4 1.31 2.52 0.52 1.05 1.15 2.17 1.98
-0.74 -0.18 -0.27 0.09 -0.05 0.74 1.34 1.64
0.72 0.06 1.62 3.02 3.07 2.71 2.42 2.51
0.57 0.2 0.52 -0.41 -0.59 -0.75 -0.4 -1
0.11 0.93 0.62 0.74 0.52 -0.09 0.33 0.4
0.07 -0.73 -0.43 -0.48 -0.71 0.01 0.22 0.28
-0.73 -0.31 0.09 0.67 0.76 0.8 1.18 1.61
-0.6 -0.26 0.65 -0.21 -0.11 0.17 0.55 0.51
0.55 0.74 0.1 -0.33 -0.55 -0.67 -0.6 -0.73
0.2 0.21 -0.25 -0.93 -0.66 -1.12 -0.87 -1.2
-0.58 -0.23 0.81 0.78 0.21 0.41 0.7 -0.01
0.17 -0.42 -1.73 -1.54 -1.5 -1.23 -1.34 -0.89
-1.28 -0.6 -0.85 -1.43 -1.62 -1.59 -1.64 -1.98
2.33 1.92 0.13 1.17 1.41 0.83 0.81 0.49
-0.3 0.56 0.48 0.64 0.71 1.85 1.64 1.49
1.1 0.84 0.46 0.47 0.45 0.06 -0.14 -0.21
1.07 0.56 -0.28 -0.91 -0.68 -1.41 -0.54 -0.73
0 0.6 -1.02 -1.6 -0.89 -0.62 -0.33 -0.51
0.96 1.55 0.67 0.32 0.34 0.8 0.68 1.23
-0.31 0.28 -0.21 -0.53 -0.68 -0.66 -0.4 -0.21
-0.49 -1.35 -0.6 -1.33 -0.77 -0.61 -0.28 0.05
-0.53 -0.18 -1.31 -1.23 -1 -0.75 -0.6 -0.3
-0.02 0.28 -0.68 -0.31 -0.24 0.2 1.25 1.14
0.93 1.24 0.57 0.19 0.42 0.3 0.44 1.06
0.81 0.46 0.19 0.35 -0.07 -0.13 -0.37 -1.33
0.21 0.36 -0.9 -1.04 -0.94 -1.71 -0.26 0.83
-0.14 0.13 -0.24 -0.09 -0.33 -0.11 0.23 1.02
-0.07 -0.03 -0.93 -1.26 -1.31 -1.19 -1.18 -1.08
-0.66 0.01 2.76 2.19 3.05 3.26 3.38 2.99
0.34 1.79 2.67 0.86 1.3 2.52 2.73 2.6
0.48 0.99 1.8 1.61 1.79 1.31 1.26 1.11
0.53 -0.86 -0.13 -0.15 -0.63 -0.67 -0.63 -0.41
0.06 0.01 -0.04 -0.1 -0.09 2.73 2.72 2.57
-0.34 -0.01 0.01 -0.37 -1.01 -0.59 0.28 0.8
0.86 0.09 1.58 1.44 1.87 2.91 2.58 2.68
0.81 0.62 0.33 -0.3 -0.09 -0.28 0.13 0.41
1.19 1.27 -0.59 0.17 -0.07 0.22 0.69 0.79
-0.14 -0.88 -0.2 -0.18 -0.11 1.01 1.64 2.01
0.55 0.84 1.04 0.72 0.45 1.38 1.5 2.35
1.18 0.75 0.5 -0.03 -0.24 0.58 0.44 1.12
-0.89 -0.27 0.02 -0.04 0.12 1.03 1.73 2.02
-0.58 -0.11 0.04 -0.05 0.15 0.08 0.25 0.75
0.21 0.32 0.4 0.46 0.76 2.2 2.26 2.11
-0.04 -1.24 0.35 -0.93 -1.3 -1.51 -1.87 -1.97
-0.79 -0.44 0.58 0.23 -0.22 0.04 -0.04 -0.07
0.66 0.92 1.19 1.61 1.46 1.39 1.94 2.09
-0.44 0.2 0.17 0.2 0.34 1.39 1.34 2.09
-0.46 0.95 1.23 0.87 -0.39 1.04 0.71 1.07
1.28 0.48 0.86 -0.48 -0.16 -0.39 -0.5 -0.44
-0.04 0.01 -1.04 -0.87 -0.34 -0.25 -0.29 0.46
-1.76 -0.55 -0.71 -1 -0.73 -0.66 -0.62 -0.34
-0.85 -0.35 -0.46 -0.25 0.02 -0.26 0.9 1.5
1 0.22 1.35 0.57 0.86 0.98 1.65 1.81
-0.66 -0.65 -0.7 -1.2 -1.08 -0.66 -1.01 -1.13
-0.1 -1.34 -0.56 -0.86 -0.07 1.76 2.08 2.14
-1.31 -1.02 -1.28 -2.02 -1.96 -2.01 -1.85 -2.27
0.3 -0.35 0.26 -0.32 0.22 -0.46 0.52 0.65
0.48 0.4 -0.35 -0.3 -0.6 -0.04 0.4 0.68
0.95 0.63 0.12 0.46 0.42 0.58 0.56 0.36
0.02 0.8 0.7 0.58 2.04 2.63 2.63 2.39
-0.88 -0.85 -1.02 -0.77 -1.2 -0.71 -0.21 0.9
0.48 0.22 1.23 0.3 0.65 1.51 1.4 1.19
-0.21 0.32 -0.69 -0.09 -0.19 -0.44 -0.79 -1.33
0.71 1.49 1.42 0.49 0.76 0.59 0.78 0.92
-0.9 -0.44 0.01 -1.47 -1.33 -1.14 -0.96 0.47
-0.44 -0.13 0.3 0.81 1.23 2.22 2.51 2.16
-0.4 0.94 0.8 0.52 -0.31 -0.71 0.36 -0.02
0.41 -0.19 -0.77 -1.44 -1.43 -1.97 -2.12 -2.36
0.44 0.82 0.64 1.23 1 1.01 1.44 1.94
-0.19 0.03 1.06 -0.16 -0.12 0.57 0.65 0.23
0.37 1.93 1.43 0.39 0.15 1.23 1.49 1.33
-1.23 -0.71 -0.54 -0.88 -0.93 -0.51 -1.56 -1.54
-0.24 1.74 1.66 1.73 2.54 2.97 2.57 2.54
0.27 -0.25 -0.32 -0.38 -0.56 -0.36 -0.03 0.51
1.73 1.17 1.23 0.32 0.82 1.09 1.16 1.17
0.09 0.49 0.73 1.37 1.58 1.64 1.6 1.1
-0.62 -0.05 0.06 -0.54 -0.84 -0.99 -0.63 -0.74
1.12 1.15 0.7 -0.62 1.23 0.66 1.35 1.21
-0.49 -0.14 1.26 1.31 2.19 2.51 2.6 2.43
-0.1 -0.93 -0.48 -0.57 -0.36 -0.06 0.52 1.22
0.68 -0.05 0.3 -0.27 0.96 0.92 1.88 1.97
-0.66 0.64 0.87 1.15 0.77 1.55 2 1.29
0.52 0.82 0.21 -0.68 -0.4 0.92 1.21 1.17
0.59 1.1 1.7 1.22 1.83 2.63 2.61 2.2
0.16 0.07 0.15 0.06 -0.54 -0.32 -0.73 0.3
-0.26 -0.33 0.7 0.8 0.48 1.12 1.87 2.18
-0.19 -0.04 0.63 0.74 0.63 0.68 0.64 0.7
1.25 2.05 2.63 1.09 1.36 1.62 1.64 1.69
-0.65 -0.7 -0.15 -0.06 -0.15 -0.32 -1.01 -0.28
0.18 -0.27 1.84 3.19 3.46 2.6 2.93 2.67
0.31 0.38 0.89 0.05 0.26 1.55 1.96 1.66
1.41 0.54 1.33 -0.45 -0.04 1.53 1.54 1.45
1.67 1.92 1.44 0.52 -0.09 -0.52 -0.82 -1.28
1.87 1.96 1.51 0.73 1.03 1.72 2.01 1.79
-1.95 -0.47 -1.8 -1.58 -1.87 -1.14 -0.92 0.18
-0.27 -0.6 2.55 0.36 0.66 1.37 1.72 1.6
-0.3 -0.3 -0.19 -0.3 -0.98 0 -0.29 0.47
-0.23 -0.84 -0.38 0.42 1.69 2.18 1.82 2.3
1.03 0.07 -0.6 -0.56 -0.66 -0.05 0.28 0.45
0.22 -0.2 0.78 0.91 0.95 0.79 1.11 1.47
0.08 -0.67 -0.9 -1.36 -0.87 -0.4 0.04 0.63
-0.63 -0.75 -1.3 -0.19 -0.23 0.45 0.36 0.52
-1.28 -0.8 0.45 -0.61 -0.53 0.63 0.45 1.14
-0.8 -1.51 -1.29 -1.21 -1.8 -1.09 -0.52 0.02
-0.47 -0.47 -0.04 -0.37 -0.94 -0.79 -0.62 -1.55
1.18 0.88 0.37 -0.04 -0.52 -0.11 -0.72 -0.17
0.09 -0.16 0.77 -0.35 -0.16 0.05 0.39 1.11
0.78 1.53 1.75 0.51 0.88 0.57 0.96 1.71
0.17 -0.51 -0.06 -0.91 -0.85 -0.33 0.16 0.97
-0.19 0.59 0.32 -0.82 -0.55 -0.82 -0.2 -0.44
1.2 0.16 -0.14 -0.56 0.15 1.1 1.9 2.25
1 0.82 0 -0.3 -0.78 -0.52 -0.05 0.3
-0.17 -0.44 0.3 1.82 2.33 2.46 2.67 2.37
-0.19 0.69 -0.15 0.4 0.97 1.86 1.73 2.05
0.44 0.49 -0.41 -0.53 -0.74 0.84 1.14 1.17
0.98 1.26 1.52 0.94 0.97 1.54 1.86 1.25
0.89 1.47 0.9 0.11 0.38 1.77 2.17 2.8
-0.99 -0.52 -0.53 -0.81 -0.15 1.81 2.09 2.26
0.07 0.53 -0.41 -1.31 -1.11 -0.4 -1.24 -0.78
1.31 1.25 2.1 2.94 1.13 2.75 2.42 2.67
-0.3 0.83 0.26 -0.22 -0.3 0.07 -0.35 -0.33
